Representativt dygn;Lufttemperatur
2025-01-01;2.992063492063492
2025-01-02;1.9452380952380954
2025-01-03;0.046031746031745424
2025-01-04;-1.157142857142857
2025-01-05;-3.708730158730159
2025-01-06;-4.608730158730159
2025-01-07;-2.765873015873016
2025-01-08;-0.43253968253968283
2025-01-09;0.2706349206349207
2025-01-10;0.3841269841269839
2025-01-11;0.8539682539682536
2025-01-12;0.6928571428571426
2025-01-13;-0.5626984126984125
2025-01-14;-1.8039682539682547
2025-01-15;-3.11984126984127
2025-01-16;-2.8801587301587306
2025-01-17;-1.7880952380952377
2025-01-18;-1.71984126984127
2025-01-19;-2.9674603174603176
2025-01-20;-2.3309523809523807
2025-01-21;-1.407142857142857
2025-01-22;-1.576190476190476
2025-01-23;-1.0317460317460316
2025-01-24;0.7103174603174605
2025-01-25;0.5460317460317463
2025-01-26;0.78015873015873
2025-01-27;-0.009523809523809046
2025-01-28;2.003968253968253
2025-01-29;2.374603174603175
2025-01-30;0.6809523809523812
2025-01-31;0.3285714285714283
2025-02-01;-0.019841269841270215
2025-02-02;-1.0595238095238098
2025-02-03;-1.4460317460317462
2025-02-04;-2.246031746031746
2025-02-05;-1.3103174603174608
2025-02-06;-2.1063492063492064
2025-02-07;-1.9476190476190474
2025-02-08;-0.6380952380952385
2025-02-09;-0.06507936507936518
2025-02-10;-0.5753968253968251
2025-02-11;-2.2396825396825406
2025-02-12;-1.68968253968254
2025-02-13;0.303174603174603
2025-02-14;0.8079365079365082
2025-02-15;1.3404761904761902
2025-02-16;2.2309523809523806
2025-02-17;2.1214285714285706
2025-02-18;0.9095238095238096
2025-02-19;0.703968253968254
2025-02-20;-0.40714285714285725
2025-02-21;-0.1587301587301584
2025-02-22;-0.33333333333333304
2025-02-23;0.9777777777777781
2025-02-24;1.7261904761904763
2025-02-25;2.431746031746032
2025-02-26;1.4055555555555563
2025-02-27;1.4047619047619049
2025-02-28;1.6301587301587301
2025-03-01;1.9515873015873015
2025-03-02;2.8238095238095244
2025-03-03;1.9452380952380945
2025-03-04;0.20793650793650764
2025-03-05;-0.5230158730158728
2025-03-06;-0.11984126984126897
2025-03-07;0.7476190476190476
2025-03-08;1.6571428571428575
2025-03-09;1.9952380952380953
2025-03-10;1.0984126984126983
2025-03-11;0.607142857142857
2025-03-12;2.0825396825396822
2025-03-13;2.519047619047619
2025-03-14;3.5976190476190473
2025-03-15;3.5547619047619046
2025-03-16;2.734920634920635
2025-03-17;2.678571428571429
2025-03-18;2.4944444444444436
2025-03-19;2.684126984126983
2025-03-20;3.117460317460317
2025-03-21;4.423809523809523
2025-03-22;4.842857142857142
2025-03-23;6.415079365079366
2025-03-24;5.663492063492063
2025-03-25;4.446031746031745
2025-03-26;4.038888888888888
2025-03-27;4.254761904761905
2025-03-28;4.527777777777779
2025-03-29;3.2984126984126974
2025-03-30;2.8515873015873017
2025-03-31;1.6809523809523803
2025-04-01;2.51031746031746
2025-04-02;2.8309523809523824
2025-04-03;2.95079365079365
2025-04-04;3.806349206349207
2025-04-05;3.456349206349206
2025-04-06;5.086507936507937
2025-04-07;5.906349206349207
2025-04-08;6.476984126984128
2025-04-09;5.788888888888888
2025-04-10;5.581746031746032
2025-04-11;6.698412698412696
2025-04-12;8.354761904761906
2025-04-13;6.474603174603175
2025-04-14;5.353968253968254
2025-04-15;6.7404761904761905
2025-04-16;6.1150793650793664
2025-04-17;7.638888888888888
2025-04-18;8.288888888888891
2025-04-19;9.115873015873017
2025-04-20;9.644444444444446
2025-04-21;9.215873015873015
2025-04-22;7.89920634920635
2025-04-23;8.151587301587302
2025-04-24;6.833333333333334
2025-04-25;6.6047619047619035
2025-04-26;7.022222222222221
2025-04-27;6.9380952380952365
2025-04-28;6.2698412698412715
2025-04-29;7.238888888888891
2025-04-30;7.726984126984126
2025-05-01;8.015079365079366
2025-05-02;8.678571428571429
2025-05-03;8.826984126984126
2025-05-04;8.765079365079368
2025-05-05;9.099206349206348
2025-05-06;10.085714285714285
2025-05-07;8.88015873015873
2025-05-08;9.065079365079363
2025-05-09;10.241269841269844
2025-05-10;11.932539682539682
2025-05-11;12.37936507936508
2025-05-12;12.763492063492066
2025-05-13;12.516666666666664
2025-05-14;11.926984126984127
2025-05-15;11.853174603174603
2025-05-16;12.024603174603175
2025-05-17;10.752380952380955
2025-05-18;12.943650793650793
2025-05-19;15.363492063492062
2025-05-20;14.992857142857142
2025-05-21;15.653174603174605
2025-05-22;16.411904761904758
2025-05-23;15.745238095238093
2025-05-24;16.476984126984128
2025-05-25;16.28492063492064
2025-05-26;14.557142857142859
2025-05-27;13.879365079365078
2025-05-28;14.591269841269842
2025-05-29;14.598412698412698
2025-05-30;15.569841269841273
2025-05-31;15.961111111111109
2025-06-01;15.954761904761902
2025-06-02;15.2515873015873
2025-06-03;16.786507936507938
2025-06-04;15.613492063492066
2025-06-05;15.994444444444447
2025-06-06;15.83968253968254
2025-06-07;17.369841269841274
2025-06-08;16.15238095238095
2025-06-09;15.546031746031748
2025-06-10;16.06111111111111
2025-06-11;16.427777777777777
2025-06-12;15.904761904761903
2025-06-13;15.776190476190477
2025-06-14;16.729365079365085
2025-06-15;17.863492063492064
2025-06-16;17.880952380952383
2025-06-17;18.458730158730162
2025-06-18;18.10555555555555
2025-06-19;17.72222222222222
2025-06-20;18.04920634920635
2025-06-21;18.557936507936507
2025-06-22;18.035714285714285
2025-06-23;18.738888888888887
2025-06-24;19.765873015873016
2025-06-25;20.708730158730162
2025-06-26;20.227777777777774
2025-06-27;21.26031746031746
2025-06-28;21.873809523809527
2025-06-29;20.233333333333334
2025-06-30;18.453968253968252
2025-07-01;18.403174603174605
2025-07-02;18.476190476190474
2025-07-03;17.66984126984127
2025-07-04;16.90952380952381
2025-07-05;16.626984126984123
2025-07-06;17.21825396825397
2025-07-07;17.245238095238097
2025-07-08;17.40793650793651
2025-07-09;18.273015873015872
2025-07-10;17.977777777777778
2025-07-11;18.274603174603175
2025-07-12;19.190476190476193
2025-07-13;18.808730158730153
2025-07-14;19.085714285714285
2025-07-15;19.096031746031745
2025-07-16;19.288888888888888
2025-07-17;19.597619047619048
2025-07-18;19.72857142857143
2025-07-19;19.416666666666668
2025-07-20;19.868253968253967
2025-07-21;18.92301587301587
2025-07-22;19.477777777777774
2025-07-23;18.514285714285712
2025-07-24;20.41428571428571
2025-07-25;20.975396825396825
2025-07-26;21.484920634920638
2025-07-27;20.53809523809524
2025-07-28;19.641269841269846
2025-07-29;19.902380952380952
2025-07-30;18.63968253968254
2025-07-31;18.110317460317464
2025-08-01;18.478042328042324
2025-08-02;18.450325600325602
2025-08-03;18.42867317867318
2025-08-04;18.779975579975584
2025-08-05;18.894383394383397
2025-08-06;18.583781033781033
2025-08-07;19.92022792022792
2025-08-08;19.226170126170125
2025-08-09;18.450488400488396
2025-08-10;17.70010175010175
2025-08-11;18.032193732193733
2025-08-12;17.752482702482702
2025-08-13;18.789092389092392
2025-08-14;19.13270248270248
2025-08-15;19.30932030932031
2025-08-16;19.77096052096052
2025-08-17;18.45584045584046
2025-08-18;17.376678876678877
2025-08-19;18.34047619047619
2025-08-20;17.444444444444443
2025-08-21;17.29523809523809
2025-08-22;17.370634920634924
2025-08-23;16.957936507936505
2025-08-24;17.502380952380953
2025-08-25;16.823015873015873
2025-08-26;16.18968253968254
2025-08-27;17.00952380952381
2025-08-28;16.010317460317463
2025-08-29;15.97857142857143
2025-08-30;15.646031746031746
2025-08-31;14.839682539682538
2025-09-01;14.961111111111112
2025-09-02;14.039682539682538
2025-09-03;14.593650793650795
2025-09-04;15.16746031746032
2025-09-05;15.765873015873016
2025-09-06;14.954761904761904
2025-09-07;15.215873015873017
2025-09-08;15.882539682539678
2025-09-09;16.248412698412697
2025-09-10;16.273015873015876
2025-09-11;15.640476190476189
2025-09-12;15.553968253968254
2025-09-13;14.328571428571431
2025-09-14;13.876190476190478
2025-09-15;14.17936507936508
2025-09-16;12.83253968253968
2025-09-17;12.144444444444444
2025-09-18;12.453968253968256
2025-09-19;13.078571428571427
2025-09-20;13.269841269841267
2025-09-21;13.60873015873016
2025-09-22;12.08968253968254
2025-09-23;12.715079365079365
2025-09-24;12.432539682539684
2025-09-25;12.882539682539681
2025-09-26;12.892857142857142
2025-09-27;12.895238095238092
2025-09-28;12.117460317460319
2025-09-29;11.342857142857143
2025-09-30;11.489682539682537
2025-10-01;10.963492063492064
2025-10-02;11.022222222222222
2025-10-03;10.31111111111111
2025-10-04;10.38968253968254
2025-10-05;10.34047619047619
2025-10-06;10.47063492063492
2025-10-07;9.689682539682542
2025-10-08;9.51190476190476
2025-10-09;10.057936507936509
2025-10-10;10.181746031746032
2025-10-11;9.21031746031746
2025-10-12;8.869047619047619
2025-10-13;8.93968253968254
2025-10-14;9.626190476190477
2025-10-15;8.898412698412699
2025-10-16;8.342063492063492
2025-10-17;8.812698412698412
2025-10-18;7.81031746031746
2025-10-19;7.550000000000001
2025-10-20;8.654761904761905
2025-10-21;8.859523809523807
2025-10-22;8.687301587301587
2025-10-23;7.326190476190476
2025-10-24;7.965873015873015
2025-10-25;8.304761904761905
2025-10-26;7.21904761904762
2025-10-27;8.638095238095238
2025-10-28;7.97142857142857
2025-10-29;6.666666666666666
2025-10-30;5.953174603174603
2025-10-31;7.2333333333333325
2025-11-01;7.131746031746033
2025-11-02;8.394444444444442
2025-11-03;8.118253968253969
2025-11-04;6.826984126984128
2025-11-05;7.199999999999999
2025-11-06;6.209523809523809
2025-11-07;5.833333333333333
2025-11-08;5.398412698412699
2025-11-09;6.472222222222223
2025-11-10;6.5476190476190474
2025-11-11;6.370634920634922
2025-11-12;5.648412698412698
2025-11-13;4.817460317460317
2025-11-14;5.438888888888888
2025-11-15;5.7515873015873025
2025-11-16;6.388888888888888
2025-11-17;5.638888888888889
2025-11-18;4.869047619047619
2025-11-19;3.6539682539682543
2025-11-20;3.2626984126984127
2025-11-21;1.9698412698412697
2025-11-22;0.9468253968253966
2025-11-23;3.2793650793650793
2025-11-24;3.242063492063492
2025-11-25;3.1634920634920634
2025-11-26;1.8888888888888886
2025-11-27;1.6142857142857139
2025-11-28;1.1611111111111105
2025-11-29;-0.2714285714285718
2025-11-30;0.05396825396825422
2025-12-01;0.11507936507936467
2025-12-02;-0.6507936507936503
2025-12-03;-0.8761904761904766
2025-12-04;-0.8531746031746033
2025-12-05;0.6023809523809516
2025-12-06;-0.7841269841269849
2025-12-07;-0.6126984126984132
2025-12-08;0.8365079365079369
2025-12-09;1.5055555555555562
2025-12-10;-0.49603174603174516
2025-12-11;0.7111111111111115
2025-12-12;-0.2603174603174603
2025-12-13;-1.191269841269841
2025-12-14;-0.23095238095238102
2025-12-15;-0.06587301587301564
2025-12-16;2.442857142857143
2025-12-17;1.6896825396825403
2025-12-18;3.095238095238095
2025-12-19;4.079365079365079
2025-12-20;3.807142857142857
2025-12-21;2.5984126984126985
2025-12-22;2.9865079365079366
2025-12-23;2.4039682539682534
2025-12-24;-1.0865079365079366
2025-12-25;0.7952380952380955
2025-12-26;1.2619047619047614
2025-12-27;1.1166666666666663
2025-12-28;0.9412698412698415
2025-12-29;2.927777777777777
2025-12-30;4.052380952380954
2025-12-31;3.8769841269841274
